feature,mentions,sentiment
Chat,112,0.3370770842331175
Chatter,7,0.7966824898363224
Cheap,31,0.32927819341608894
Cheapie,12,0.834127639810807
Cheaply,38,0.13821362783691207
Cheapo,17,0.6540244254523285
Check,90,0.5377565175731434
Checker,9,0.5921850994798459
Checking,13,0.36821519389139634
Checkout,10,0.7496924650564324
Cheep,19,0.3168910271243045
Cheer,11,0.6874108122111383
Cheese,6,0.7502430312354894
Cheesy,11,0.483623580229257
Chemical,25,0.35213921979418955
Cherry,19,0.60807903863315
Chest,61,0.7200263898545822
Chevy,16,0.7494468437744217
Chicago,21,0.6832969492839073
Chicken,18,0.7260203174276588
Child,359,0.5917210670734151
Chime,41,0.6530101278352426
Chin,8,0.43762724702537525
China,200,0.4297454649618885
Chinese,62,0.3357013787829806
Chip,216,0.6096410360872445
Chipset,46,0.6838036698296175
Chirp,50,0.8197913933533709
Chocolate,6,0.8991437025736863
Choice,646,0.7146973451891362
Choir,6,0.8682465091890966
Choosing,6,0.7867549240569739
Chord,90,0.5549456667865645
Chore,27,0.7197537586412013
Christmas,688,0.6356287415068183
Chrome,92,0.5755580604617654
Chromebook,93,0.6349912664503478
Chromebooks,7,0.8428020681583023
Chromecast,33,0.6282211372127869
Chunk,30,0.4982853118332666
Chunky,10,0.5580086367437616
Church,54,0.8698058742377691
Cig,6,0.7232008340555088
Cigarette,88,0.6742201494561083
Cinch,16,0.893174865799665
Cinema,22,0.7277331498202826
Circa,6,0.5510210871483044
Circle,69,0.5202529533381112
Circuit,118,0.5092924274087358
Circuitry,20,0.4961123563698493
Circular,6,0.6797203509437774
Circumstance,48,0.5275704151705819
Cisco,120,0.45024294042089724
Citizen,16,0.6377077782290144
City,149,0.6122082046838829
Civic,8,0.8808896813725369
Claim,211,0.46210515677372505
Clam,6,0.8325453597062733
Clamp,142,0.7065673300827948
Clamshell,17,0.6051546809801093
Clapper,7,0.5739015489317743
Clarion,8,0.5030567519570468
Clarity,329,0.8195475201823144
Clasp,76,0.5914781573845079
Class,277,0.760854509308237
Classic,37,0.6798793413244484
Classroom,43,0.8580741765242216
Claw,10,0.7345845003263094
Clean,13,0.8466484558884986
Cleaner,31,0.7045924607739453
Cleaning,106,0.7421505455789678
Clear,40,0.775708427050813
Clearance,52,0.6230412233632635
Clearly,6,0.4220979249415298
Clearstream,12,0.6929093696647518
Click,274,0.5839808631900156
Clicker,9,0.8757172694378015
Clicking,143,0.39198345953754926
Client,130,0.6359715668153233
Climate,12,0.6267336947900427
Climbing,6,0.7175959958306825
Clip,716,0.5115835059546323
Clipping,6,0.7504958323406754
Clock,346,0.6501691888630386
Clone,35,0.6570244999508889
Cloner,6,0.8287336203793529
Cloning,16,0.6419530772454891
Close,27,0.5633534152875654
Closed,6,0.5144477256496126
Closet,60,0.5835808162766625
Closing,47,0.6329060448454371
Closure,86,0.6980076464923365
Cloth,174,0.7739792176611048
Clothe,61,0.7095380505580564
Clothing,25,0.709549659221957
Cloud,476,0.3311301681601091
Cloudcam,23,0.10371333930221305
Cloudedge,6,0.9823636270011775
Clown,6,0.334372753277421
Club,24,0.7163452054270844
Clue,49,0.2908238078270355
Cluster,10,0.4588689394877292
Clutter,42,0.8214218347421549
Cmo,8,0.7098217982565984
Cmos,8,0.8319734053002321
Cnc,6,0.9182001009442805
Cnet,25,0.6169820804742631
Coach,7,0.8698851269104385
Coast,14,0.8172665995028053
Coaster,7,0.5711592706003492
Coat,31,0.5495290207341426
Coating,85,0.6108287283965824
Coax,43,0.7612277702479163
Cobra,13,0.7379058502612259
Coby,32,0.6291746165989025
Code,248,0.46279040558232326
Codec,10,0.8039815881988034
Coding,19,0.7422666838653018
Coffee,72,0.7247604101435677
Coil,40,0.7806090412708727
Coin,27,0.7302876062242797
Coincidence,12,0.4605167276846866
Cold,13,0.7862854854902253
Collar,49,0.5699621414984292
Colleague,21,0.5809101935876588
Collection,123,0.8525064110346455
Collector,9,0.8381060362234065
College,149,0.7830405370266866
Color,2489,0.7826211626107094
Colorado,10,0.9562251710827695
Coloration,6,0.6456436011358164
Coloring,10,0.6508225877536461
Colossus,10,0.4719852019334212
Colour,28,0.7186663919575429
Column,26,0.7629560896384646
Com,25,0.5510260459710844
Comb,11,0.7667581795725379
Combination,153,0.659120698369995
Combo,186,0.7495871373720283
Comcast,70,0.6524081998722977
Come,8,0.6207030813966412
Comfort,204,0.7133981507282157
Comfortable,6,0.7066011710558087
Coming,7,0.7384607713736061
Command,161,0.5992908786816171
Commander,6,0.8344407375940742
Comment,220,0.643960517317398
Commercial,24,0.6670103937688813
Commitment,16,0.6415542705872213
Communication,125,0.639114722897415
Community,45,0.6215732188187152
Commute,32,0.6471540292222926
Commuter,11,0.7348861164765285
Como,43,0.6305572053412148
Comodo,6,0.9797354055578277
Comp,18,0.5843724932637997
Compact,75,0.8411589941754937
Compactness,12,0.852707957548167
Compacto,8,0.8984535438357852
Companion,32,0.8502231473303254
Company,1680,0.4791979505336469
Compare,26,0.6665156506787753
Comparison,215,0.6497378465219172
Compartment,275,0.7758309996808318
Compass,14,0.5784494462901161
Compatability,6,0.708299428661121
Compatibility,129,0.5402886522478388
Compatible,8,0.7273765753534462
Compensation,21,0.5095536120712668
Competition,57,0.6767608395283261
Competitor,80,0.6822968666410816
Complain,34,0.8634227928191917
Complaint,1277,0.8340452587345099
Complement,7,0.8487124946301005
Complete,12,0.26702049756325624
Completion,6,0.35340131176053546
Completo,6,0.6628180777770467
Complex,18,0.6911061809991629
Complexity,9,0.6273865794193827
Compliance,11,0.8825329418680419
Compliant,8,0.6687070452462649
Complication,16,0.8946075600206314
Compliment,135,0.9304575070805085
Comply,10,0.48591522478382104
Component,335,0.6799709608874357
Composite,13,0.6307101397654221
Composition,22,0.9581148529938549
Compound,8,0.9347785919235321
Compra,44,0.7340959841239965
Comprar,23,0.5661791262884989
Comprarlo,6,0.5733127257941911
Compre,19,0.6310634893414221
Compression,35,0.7099899150655672
Compressor,7,0.5788389854049976
Compromise,37,0.8433578983197033
Compusa,8,0.6398901028460386
Computadora,7,0.7480013923320387
Computer,3764,0.6118933604295634
Computing,24,0.7426897606263386
Con,596,0.7109375959813808
Concept,138,0.4151701087098775
Concern,262,0.7477067778671401
Concert,37,0.8845489770673511
Conclusion,100,0.4868084968886979
Concrete,20,0.8321034972119378
Condition,496,0.7404607606844248
Conditioner,23,0.8944642299624241
Conditioning,6,0.8054809788979279
Condo,15,0.8791482827800792
Conduction,18,0.7544781725502818
Conductor,21,0.529986320221464
Conduit,9,0.6983077550119359
Cone,16,0.7074369814799866
Conecta,7,0.48104055689847364
Conectado,7,0.26173302956989836
Conectar,12,0.78251979657216
Conection,6,0.5746738339463869
Conexión,6,0.6560250517795794
Conference,69,0.7006471193997877
Conferencing,11,0.8258207763587548
Confidence,90,0.6402809002915294
Config,34,0.5209340387677109
Configurar,8,0.7289900603354909
Configuration,281,0.6133374615102796
Configure,25,0.7520321803900879
Confirmation,16,0.3518470895651262
Conflict,18,0.4151791902776394
Confusion,24,0.7642136932942473
Congestion,6,0.7156561699472755
Conjunction,35,0.9547842662207716
Connect,112,0.6898991374410538
Connecter,8,0.5049550883340999
Connection,2468,0.526747599999697
Connectivity,281,0.5818533885692732
Connector,1020,0.6027883242665185
Connectors,8,0.9022405920550227
Cons,10,0.4789143441710621
Consequence,6,0.46001260162059526
Consideration,46,0.6625197678576629
Consistency,16,0.5377425563692668
Console,158,0.7834502562094989
Constantly,14,0.2236769035184157
Constraint,8,0.8954615144357376
Construction,393,0.7471742330167298
Consultant,10,0.5344434313286911
Consumer,170,0.5827803527705648
Consumption,33,0.6665017795083148
Contact,361,0.44264536425599493
Contacted,18,0.21381836174987257
Container,52,0.6524828035347198
Contender,6,0.6539113566711118
Content,235,0.6722401370395481
Contento,10,0.9872421951731667
Contest,9,0.7341560333588859
Context,14,0.6075311426476608
Continue,11,0.3723794345066629
Continuity,8,0.6357208603949402
Contour,6,0.4369957715389319
Contract,26,0.4350747447774316
Contractor,12,0.8122073456776585
Contraption,20,0.5408183268897119
Contrary,6,0.8672849050878236
Contrast,138,0.7109890247421403
Control,1422,0.6439910998940118
Controller,262,0.6558809658638663
Controls,7,0.7929813468862059
Convenience,120,0.7748965541963723
Conversation,100,0.5015773294577958
Conversion,52,0.7611037348162006
Convert,17,0.762951254927269
Converter,169,0.6331511089892903
Convertor,9,0.6712970132163415
Cooking,10,0.8153894486968056
Cool,43,0.7194419813780304
Cooler,161,0.7837082198097932
Coolermaster,13,0.8148551295296504
Cooling,49,0.7695413791225292
Coolpix,28,0.7113193822380188
Coop,8,0.9151702492963523
Coordinate,10,0.7745037926040823
Cop,23,0.5152013283058414
Copper,62,0.6217663691411051
Copy,171,0.5555317862938741
Cord,3508,0.6648537429568756
Cordless,35,0.7678448387646183
Core,157,0.7969073755800083
Corner,524,0.5874471162381179
Corolla,16,0.7595949306905823
Corporation,12,0.6735561582942561
Correctamente,10,0.6239667865913361
Correction,34,0.6897237667512587
Correspondence,7,0.31964072082856937
Corrosion,13,0.48310484995062536
Corruption,11,0.530180270222693
Corsair,103,0.7520345819091709
Cost,1015,0.6549287423228397
Costco,38,0.43525195702348257
Costumer,16,0.6005885900240173
Cotton,10,0.8142279188716202
Couch,118,0.7431730875651444
Count,40,0.5761443084193161
Countdown,6,0.10311766112378488
Counter,94,0.7230742836307283
Counterpart,10,0.8830887765390798
Countertop,16,0.7951466992999485
Country,135,0.6486420654894405
County,11,0.6359568745617501
Couple,1908,0.568247963734498
Coupler,17,0.7183876025168608
Coupling,6,0.6467821736393186
Coupon,23,0.4853855085473143
Course,442,0.6054148551103515
Court,17,0.5983758873146999
Courtesy,12,0.3688927323770865
Cousin,12,0.8595652925626686
Cover,2182,0.680443193765178
Coverage,253,0.7134372756554512
Covering,61,0.6044706001073374
Covid,26,0.653194400396807
Cow,13,0.6886764368928897
Coworker,50,0.7503251600253862
Cox,17,0.5925152031841743
Cpap,12,0.8418914849401821
Cpl,16,0.6324601107698982
Cpu,313,0.7537070729923142
Cpus,7,0.8666473421742141
Crack,111,0.4144980301050079
Cracking,8,0.780763697644943
Crackle,17,0.5567341927432127
Crackling,38,0.35294199225417716
Cradle,44,0.6916328976827075
Craft,19,0.7526011089955175
Craftsmanship,35,0.8336788532535658
Craigslist,8,0.38531867109122686
Cramp,7,0.6026408866580043
Crane,9,0.9672537071342554
Crank,6,0.7216872843370462
Crap,430,0.19335904058621795
Crapshoot,6,0.4968252280765834
Crash,67,0.48276836327133776
Crashing,6,0.11933408929811169
Crate,8,0.5364472016517539
Crawl,6,0.37390761184118065
Cream,12,0.7662380877542697
Crease,34,0.5804867755727815
Creation,12,0.7264283674385297
Creative,26,0.6768768982672975
Creativity,7,0.9308740540540644
Creator,18,0.8155367383484796
Credential,17,0.4000940383857061
Credit,181,0.3946355950445559
Creep,10,0.6326753585686674
Creepy,8,0.5049720683164196
Crew,23,0.8028382393569463
Crib,14,0.5154444190203711
Crime,16,0.3145611493528122
Criminal,8,0.5430949327128474
Crimp,14,0.6650429474559912
Crimper,8,0.735240041729412
Crimping,7,0.8140246635063834
Crisis,7,0.8713515015219205
Crisper,23,0.7247253869534925
Crispness,7,0.7707182578326736
Crispy,6,0.9961255957993368
Criterion,29,0.661193897459929
Critic,8,0.9810668027503198
Criticism,36,0.9286522747829117
Critique,7,0.8538503205802824
Critter,6,0.6699016952237192
Crook,9,0.291165636632488
Crop,23,0.7528843043651052
Crosley,7,0.7073233776858875
Cross,48,0.7499575276397081
Crossbody,6,0.880736192723513
Crossover,19,0.833274693754471
Crowd,22,0.5961663258476619
Crown,9,0.7293052645594192
Crt,16,0.840453832786352
Crucial,22,0.5275409994435243
Cruise,26,0.5861416341126292
Cruiser,6,0.5814063469491279
Crumb,14,0.851691741133566
Crush,7,0.7724451098640982
Crutchfield,8,0.5631424776729546
Cry,7,0.6166236953743335
Crysis,10,0.8677251192741096
Crystal,171,0.8752438774158292
Csr,7,0.4493579313878269
Ctrl,11,0.5479497020344504
Cual,14,0.4058729138092271
Cualquier,6,0.8730869225692004
Cuando,41,0.5628119517719691
Cube,63,0.7007015537073751
Cubicle,6,0.6763952913364241
Cue,10,0.5202178331092
Cuenta,6,0.5531630680585901
Cuff,9,0.406126481299806
Culprit,18,0.47733511260917616
Cumple,16,0.8877473826905771
Cumplió,6,0.8219552537581573
Cup,211,0.6695186058195544
Curb,12,0.5361667878047834
Cure,6,0.6901516726550957
Curiosity,9,0.8943863283582485
Current,27,0.4727111529921078
Curser,7,0.19408555375412107
Cursor,46,0.4966440619090977
Curtain,20,0.6584605152893346
Curvature,7,0.6232548293690863
Curve,106,0.7929931663816634
Curved,6,0.838149410590025
Cushion,103,0.715039358521502
Cushioning,9,0.6257074069257619
Custom,129,0.7136592691050854
Customer,2154,0.45464607546668034
Customization,47,0.6572708663396895
Cut,133,0.5467640025055065
Cute,26,0.897460650258626
Cutoff,12,0.49392222056242946
Cutout,66,0.6945472524224015
Cutter,14,0.5141872810574049
Cutting,22,0.7467430356594956
Cyber,32,0.6366724964019568
Cyberpower,8,0.7359328561578877
Cybershot,17,0.6402060847202151
Cycle,101,0.47157735876911344
Cycling,28,0.5277077296216574
Cylinder,7,0.5495258859757867
Cámara,42,0.5826538886065551
Cámaras,12,0.5345567606855184
Cómodo,11,0.8310944149270654
Dab,6,0.7273552276892588
Dac,54,0.7599877289061691
Dad,122,0.7708175417369677
Daily,22,0.7196554060316306
Daisy,11,0.972264685456387
Dallas,9,0.5065036693752821
Dam,6,0.7548519892152399
Damage,337,0.6176594692260658
Damn,11,0.26183388716625894
Dance,22,0.6673551711058032
Dang,15,0.3988007116674756
Danger,13,0.6117956453683571
Dar,7,0.566444316446515
Dark,171,0.7269553203262186
Darkness,45,0.592677790607882
Darn,9,0.16103027660089234
Dash,257,0.7353197165185283
Dashboard,64,0.6778483772362733
Dashcam,32,0.6419176021609019
Data,218,0.5473179698867604
Database,24,0.7553944429540328
Date,423,0.5157437391063419
Datum,762,0.5765236693324247
Daughter,994,0.7631183438752707
Daw,7,0.8057921558086362
Daylight,100,0.5996207128290553
Daytime,46,0.5836463484725833
Dayton,15,0.8831924036319834
Dc,82,0.6817446587976919
Ddns,16,0.5751528655127913
Ddr,6,0.9858136409554087
Ddwrt,11,0.7319507956642404
Dead,13,0.30947004760561797
Deadline,25,0.1351230350974947
Deal,1274,0.7418396149801662
Dealbreaker,13,0.38590971751210207
Dealer,36,0.5457367853660899
Death,69,0.38977841049579537
Debe,6,0.44898283078024787
Debian,6,0.8082637697419462
Debris,31,0.6140175459656729
Dec,41,0.35929829971836424
Decade,48,0.6480917660953006
Decal,13,0.769810170224026
December,119,0.3543988102911277
Decent,35,0.6151246158480976
Decibel,11,0.7193318450696428
Decision,200,0.631626815589525
Deck,148,0.7406066144862593
Decline,6,0.32628285478403996
Decor,20,0.965700253957948
Decoration,31,0.7781069548148098
Decrease,14,0.7284432317194712
Deep,7,0.9872490226781727
Deer,14,0.6357441884236843
Def,48,0.7529667409435206
Default,286,0.5982748674564295
Defeat,14,0.3694126787928066
Defect,213,0.34180732286078014
Defective,9,0.22948050370905548
Defender,20,0.7468994208902586
Defense,14,0.7828263507004262
Deff,7,0.9940017616858573
Deficiency,16,0.4612611239135731
Definitely,18,0.6735738402676361
Definition,89,0.7205163638679418
Definitivamente,7,0.30447698697181685
Degradation,34,0.7973750195913667
Degree,349,0.6666807669402661
Deja,7,0.26388311103385476
Dejo,7,0.3742101461227451
Del,71,0.5779708844140617
Delay,253,0.5101719471078302
Delete,16,0.4426968055049656
Deletion,6,0.6464041194024807
Delight,14,0.9426633005475326
Deliver,7,0.9941527631183688
Delivery,658,0.8317964695892786
Dell,403,0.6613031848011937
Delta,6,0.5599119445929924
Deluxe,10,0.8063210149644874
Demand,41,0.6725596373995891
Dementia,14,0.6303426075090621
Demo,15,0.609129870958471
Demonstration,9,0.7549559744083025
Demás,11,0.6936581058173694
Den,16,0.9088175022643554
Denon,22,0.9315163087587941
Density,22,0.6749607316900934
Dent,49,0.6250238633549496
Dentist,6,0.7143382923629057
Denver,9,0.8707910683620462
Department,111,0.4615776765528059
Departure,7,0.8299542108351099
Dependability,8,0.5462629123867373
Deployment,11,0.7393515193067618
Depot,28,0.49981203895211884
Dept,12,0.592824763681468
Depth,133,0.8064351409539222
Derecho,7,0.49183573924736784
Descent,20,0.6596391100698383
Describe,7,0.6320411053852045
Descripción,11,0.367372709876773
Description,796,0.3665566447466906
Desde,11,0.6293790436519141
Desert,14,0.6704112887902218
Design,1928,0.6655844240608436
Designation,10,0.7997880159935449
Designer,58,0.6136745706791207
Desire,24,0.6556109228852923
Desk,916,0.7301559663353372
Desktop,589,0.6896709125765248
Después,8,0.23129702522419393
Destination,59,0.6736926898869323
Detach,8,0.5609850617256598
Detache,8,0.6847553557854553
Detail,352,0.6630956109127262
Detect,21,0.5154998603199298
Detecta,6,0.5342392269521952
Detection,611,0.4866987280708202
Detector,149,0.5919631820514091
Deterioration,8,0.4533990720319707
Deterrent,12,0.5596835285881147
Detour,8,0.9938881650941767
Detract,6,0.6338997470108249
Developer,47,0.5204132342221279
Development,39,0.6442801645779326
Device,5032,0.5589729025926907
Devices,12,0.36900524076190777
Devil,10,0.8868168507513474
Devise,47,0.7103135611306495
Devolución,7,0.279444453040404
Dewalt,6,0.21460942596119517
Dex,6,0.5818039134610444
Dhcp,36,0.5735292115261674
Dia,9,0.5065888003963563
Diablo,6,0.8460800663160626
Diagnostic,27,0.2093954784795642
Diagram,37,0.566759603719441
Dial,121,0.5795600919433533
Dialing,7,0.8984121963897321
Dialog,18,0.6064655318817435
Dialogue,19,0.6541832262576607
Diameter,83,0.6484222104609874
Diamond,21,0.9024531011061863
Dice,35,0.33557900699795157
Dictation,10,0.6930869198025903
Dictionary,10,0.6733097963151522
Die,13,0.49029609887824893
Diego,6,0.6692688067329678
Diff,11,0.7451883607798002
Difference,849,0.7214436595826259
Difficulty,166,0.6553531201827727
Diffuser,28,0.7724836188395524
Diffusion,10,0.5233127505394805
Difícil,6,0.5438855281099677
Digging,6,0.5326429768416953
Digit,20,0.5518001848016866
Digital,262,0.6271325421236538
Digitizer,29,0.5021541727815176
Dilemma,10,0.6934953368734569
Diligence,6,0.3232669588178396
Dim,31,0.5309125838224821
Dime,25,0.45938329920056276
Dimension,102,0.6399606422383645
Dimm,8,0.18151313229463995
Dimmer,52,0.6576672887621009
Din,18,0.7029628592911953
Dinero,17,0.20052908284260945
Ding,27,0.795550688621545
Dining,14,0.8599213235595796
Dinner,29,0.6587908595493304
Dinosaur,12,0.8818991052879331
Diode,7,0.41501903094883474
Diopter,6,0.5354683971769797
Dip,15,0.6365846465545474
Dipole,10,0.6908652904443443
Direct,30,0.7353548025974306
Direction,676,0.596358027085605
Directional,12,0.5787529730732786
Director,10,0.856443850431242
Directory,28,0.7272750604856161
Directv,29,0.8038145812656851
Dirt,116,0.6958078451012814
Dirty,8,0.5130183039000258
Disadvantage,26,0.684641627462742
Disappoint,11,0.6644416059809207
Disappointing,16,0.17058541400183458
Disappointment,278,0.2617899678083658
Disarm,23,0.5324783602833201
Disaster,56,0.3205359472649434
Disc,247,0.5885185797475274
Discharge,20,0.5604714888700982
Disclaimer,15,0.5272378125693649
Disclosure,13,0.6600058829331269
Disco,15,0.8113533592938135
Discoloration,15,0.4126614385245678
Discomfort,40,0.8326631758754957
Disconnect,107,0.39751799925994485
Disconnected,6,0.6207642997032963
Disconnecting,7,0.5620798592031601
Disconnection,26,0.5009050208939768
Discord,11,0.7084327777583067
Discos,7,0.6263315207241769
Discount,110,0.644226297799138
Discovery,14,0.5696958458699685
Discreet,8,0.7232664121547714
Discrepancy,8,0.8081930193293374
Discussion,25,0.5342666687868768
Diseño,9,0.958422762574628
Dish,77,0.7991182172416585
Dishwasher,15,0.6508757036567355
Disk,370,0.5698229444814363
Dislike,42,0.624673568087192
Dislikes,13,0.9765431467945186
Dismay,14,0.2063153622252035
Disney,32,0.5660033419771935
Display,891,0.6539103523322773
Displayport,37,0.7007678627757028
Disposal,8,0.7873993157400037
Dispositivo,10,0.35754539632471277
Dispositivos,6,0.7511593508728159
Disruption,15,0.39170417627707743
Dissapointment,7,0.1872279949186902
Dissatisfaction,9,0.5471669795353793
Distance,440,0.6871946749893223
Distinction,6,0.4902891610812124
Distortion,190,0.7378576566611675
Distracting,11,0.43556155768138444
Distraction,29,0.7718460335032934
Distribution,39,0.7829360175483788
Distributor,18,0.6056773250165861
District,7,0.49925885427364847
Distro,6,0.6520864534686552
Disturbance,17,0.5421882461900275
Ditch,7,0.22151890702402202
Dive,26,0.46346742072133706
Divider,47,0.8018920121810763
Diving,15,0.586149861884769
Division,9,0.5187108802945457
Diy,30,0.5946330032243471
Dji,53,0.5202852719065839
Dlink,20,0.644339644714637
Dlna,27,0.7086105710892567
Dlp,26,0.6411251472253263
Dmc,34,0.6547103165914236
Dns,22,0.534340023751032
Doa,92,0.2679036429535304
Doc,33,0.7078123814684328
Dock,173,0.6626869364646822
Docking,92,0.7100282752699454
Docs,9,0.8735567795681871
Docsis,8,0.7446674960283417
Doctor,30,0.698181165214919
Document,155,0.6502508122707256
Documentation,141,0.5257148986933291
Dod,13,0.6753262718602155
Dodge,18,0.6014081274754264
Doesnt,8,0.17079794649907853
Dog,479,0.7341848745191006
Dolby,42,0.7719338719651292
Dollar,576,0.5378838030283709
Domain,6,0.3712220352802736
Dome,34,0.599326460460896
Dominator,6,0.8772876620399378
Don,9,0.353980919591979
Dongle,136,0.6268755874190153
Dont,51,0.1549979739536545
Donut,6,0.7513746919333547
Doodad,7,0.769780967650669
Door,555,0.5839221087304707
Doorbell,123,0.5290268718955208
Doorstep,10,0.7057107373802864
Dope,13,0.8619828535324464
Dorm,19,0.8100416839115496
Dos,22,0.601620429015549
Dose,10,0.6416453260462731
Dosent,15,0.30412848653116575
Dosnt,10,0.42743168633896855
Dot,115,0.5848415600767349
Double,11,0.6260006484914232
Doubt,126,0.6764129407450431
Down,18,0.6420722986222245
Downfall,36,0.7551846952636778
Downgrade,27,0.209604170919327
Download,269,0.6082351977525142
Downside,261,0.8420050790973549
Downstair,17,0.7557469801206881
Downtime,15,0.7740296773806524
Downtown,14,0.6195296552032232
Dozen,149,0.5812821760821514
Dpi,45,0.6540375131466943
Drag,30,0.7028787401737645
Dragon,30,0.7404405672777405
Dragonfly,6,0.8844425660790876
Drain,60,0.3349234102799528
Dram,11,0.7386504184052517
Drama,13,0.7212228940378946
Draw,46,0.720994682030679
Drawback,180,0.8460326066730582
Drawer,102,0.4974983894703031
Drawing,44,0.6036871802174243
Dre,19,0.8300741555377547
Dream,77,0.8287341743929715
Dremel,14,0.617554909649438
Dress,9,0.8394853155154528
Dresser,23,0.7084666876142601
Drift,11,0.5620441877664152
Drill,37,0.7064711725027804
Drilling,13,0.7423253288411965
Drink,13,0.7253604380910894
Drive,2645,0.6460783810433477
Driver,679,0.5883630522090586
Drives,7,0.48166217211733703
Driveway,74,0.6205748858499991
Driving,35,0.6070948076974934
Drm,8,0.6422902205231367
Droid,23,0.7334840948005086
Drone,63,0.6633631989132569
Drop,360,0.6582997439212401
Dropbox,31,0.6770121172826733
Dropout,29,0.6444509835644818
Dropping,29,0.4460318477689851
Drug,6,0.6900138279767513
Drum,21,0.9110003334700152
Dry,10,0.6462104068952612
Dryer,45,0.8113204418513407
Drywall,35,0.6880239938689297
Dsc,18,0.713105950757583
Dsd,6,0.8166792432311922
Dsl,35,0.5587507772675183
Dslr,186,0.7984860736806471
Dslrs,18,0.7893313132473041
Dsp,9,0.8554748837163465
Dts,11,0.7364824081874262
Dtv,9,0.809009058206963
Dual,69,0.6454783384812628
Duck,13,0.6636218080507555
Duct,28,0.4759151185623653
Dud,79,0.18716483578141896
Dude,12,0.34754270294797607
Duel,9,0.7415496103090441
Duh,6,0.8195099749136716
Dummy,6,0.4104654015682172
Dumpster,7,0.3808361683290319
Duo,26,0.9229722304808092
Duper,6,0.7535891755251214
Duplex,6,0.7337127793580294
Duplicate,11,0.6711637670311823
Dura,7,0.7127138808635729
Durabilidad,6,0.8466318658126207
Durability,360,0.8048144281117857
Durable,7,0.8265463502113042
Duracell,16,0.5085082814621273
Duration,28,0.7455308719779298
Duro,7,0.9603215378842184
Dusk,9,0.378418287215431
Dust,395,0.6474168223272523
Duster,33,0.6248811285071442
Duty,293,0.843144791556174
Dvd,571,0.7007976446145465
Dvds,21,0.5864101945466939
Dvi,100,0.6793091528255172
Dvr,138,0.6535125591839512
Dy,8,0.3602815856283996
Dye,11,0.554803452338092
Dynamic,21,0.7645757962544892
Dynamo,6,0.8710583062711521
Día,15,0.47573740342631937
Días,7,0.6191041841437774
Eagle,6,0.9849665810567482
Ear,2317,0.6162043292013928
Earbud,1077,0.6579176514222679
Earbuds,250,0.6981519480673305
Earcup,11,0.49587562756443565
Eardrum,6,0.6217085569320867
Earhook,6,0.5936007786464567
Earpad,35,0.8533888814247413
Earphone,365,0.6394945156539643
Earphones,14,0.5713301888806329
Earpiece,127,0.5526853794457508
Earplug,27,0.642626541646206
Earpod,14,0.5459409156714433
Earpods,11,0.828896719927963
Ears,6,0.48447071861543617
Earth,32,0.6002146262890165
Eartip,6,0.6543877245179223
Ease,446,0.8712444754249684
Easel,12,0.7807103990538357
Easily,10,0.7606669296859764
East,25,0.6862366305047181
Easter,10,0.6347081923246151
Easy,311,0.88888968546534
Easyshare,10,0.6912300938332919
Eave,7,0.924815487669548
Ebay,79,0.561732061681429
Ebook,30,0.6629063847203118
Echo,285,0.4922888357998505
Echos,6,0.9065652787782407
Eco,17,0.7737788705751026
Economy,13,0.7425354472630156
Ecosystem,20,0.4841666341606469
Ect,22,0.6507780727657849
Edc,8,0.7493586783457431
Edge,637,0.5886663908909392
Edifier,7,0.5940051277242934
Edit,198,0.45771109777397767
Editing,91,0.8360985643755687
Edition,85,0.6620346932778107
Editor,15,0.566337884896105
Education,8,0.6190206136088818
Eero,27,0.5809797163049182
Effect,233,0.7140925135585575
Effectiveness,11,0.6695135472109541
Efficiency,24,0.7211305359032849
Effort,227,0.5699124001384996
Effortless,24,0.7884377633132923
Egg,18,0.7598797497792273
Ehh,6,0.6353262953925878
Eject,10,0.47722707241773604
Elasticity,8,0.28418655836139806
Elbow,16,0.7198616252353531
Electric,7,0.682908956294081
Electrician,9,0.41073373017974923
Electricity,51,0.6213381491708752
Electronic,403,0.6367120624848711
Electronics,49,0.5920767421710628
Elegance,6,0.9372061951071373
Element,86,0.7133490747735269
Elephant,10,0.48592054542095864
Elevation,18,0.7633117040459183
Elgato,6,0.8279756502403567
Elimination,8,0.384845943088294
Elite,32,0.6048264993505654
Elitebook,9,0.7740804784148673
Elph,7,0.5133836619206704
Email,677,0.4052741967835671
Emergency,111,0.680397814847917
Emit,6,0.6762683767301496
Emitter,8,0.7572919793601613
Emmc,6,0.8431859061917445
Employee,38,0.5814949340336554
Employer,13,0.7334328829221284
Emptor,15,0.08666104961497088
Emulation,6,0.7272866200655699
Emulator,18,0.5144695530567939
Encanta,10,0.9173410388641059
Encanto,10,0.9516391668235883
Enciende,6,0.42017465954025585
Enclosure,153,0.6697747410721872
Encoder,10,0.688196914375294
Encoding,8,0.9677399579559278
Encryption,34,0.7745777870417548
Endeavor,6,0.7113896854571067
Endorsement,6,0.527791488323904
Endurance,14,0.8670685918560983
Eneloop,9,0.519393295887211
Enemy,8,0.20734974219521973
Energizer,19,0.35244453185250196
Energy,57,0.6394552133033836
Enforcement,12,0.5483364015817642
Engagement,6,0.5371372614851376
Engenius,11,0.4947295978556874
Engine,49,0.6390364689601595
Engineer,106,0.5422645999863579
Engineering,70,0.5546107078485095
England,20,0.5808414812654519
English,134,0.38539984946507516
Engraving,6,0.9677956505984184
